Region,Data Type,Interest Rate Type,Frequency,Unit,date,value
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/5,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/6,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/7,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/8,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/9,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/10,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/11,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/12,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/13,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/14,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/15,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/16,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/17,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/18,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/19,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/20,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/21,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/22,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/23,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/24,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/25,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/26,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/27,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/28,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/29,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/4/30,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/1,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/2,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/3,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/4,0.4
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/5,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/6,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/7,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/8,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/9,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/10,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/11,0.9
